address,lat,long,district
"164, Đường Hoàng Hoa Thám, Ngọc Hà, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.042,105.821,tây hồ
"165 Thị trấn Thường Tín, Đường Trần Lư, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.875,105.863,
"166, Phố Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.043,105.84,ba đình
"167, Phố Phùng Hưng, Cửa Đông, Phường Cửa Đông, Hoàn Kiếm, Quận Hoàn Kiếm, Thành phố Hà Nội, 111103, Việt Nam",21.031,105.845,hoàn kiếm
"167, Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.052,105.813,tây hồ
"169, Phố Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.971,105.894,hoàng mai
"17, Ngõ 12, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.028,105.91,long biên
"17, Phố Gia Thụy, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.05,105.89,long biên
"17, Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",21.02,105.743,nam từ liêm
"17, Phố Đại Đồng, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.997,105.882,hoàng mai
"17, Quốc lộ 2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.198,105.83,
"17, Đường Lê Văn Hiến, Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.074,105.776,bắc từ liêm
"171, Phố Hàng Bạc, Hàng Bạc, Phường Hàng Đào, Quận Hoàn Kiếm, Thành phố Hà Nội, 110904, Việt Nam",21.034,105.851,hoàn kiếm
"1711, Phố Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 120406, Việt Nam",20.995,105.779,nam từ liêm
"172, Đường Hữu Hưng, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",20.996,105.748,nam từ liêm
"173, Phố Hàng Bông, Hàng Gai, Phường Hàng Bông, Quận Hoàn Kiếm, Thành phố Hà Nội, 844, Việt Nam",21.029,105.845,hoàn kiếm
"173, Phố Đông Các, Phường Ô Chợ Dừa, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 100100, Việt Nam",21.02,105.826,đống đa
"173, Đường Hoàng Quốc Việt, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.046,105.799,cầu giấy
"174, Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.052,105.809,tây hồ
"175, Phố Khâm Thiên, Phường Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.019,105.835,đống đa
"175, Đường Trần Phú, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.977,105.784,hà đông
"176 Thái Hà, Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, 100100, Việt Nam",21.013,105.82,đống đa
"177, Ngõ 205, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 143315, Việt Nam",21.067,105.791,bắc từ liêm
"177, Đường tỉnh 427, Huyện Thường Tín, Thành phố Hà Nội, Việt Nam",20.869,105.841,
"178, Ngõ 143 Nguyễn Chính, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.977,105.853,hoàng mai
"178, Phố Khâm Thiên, Phường Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.019,105.836,đống đa
"179, Phố Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.987,105.852,hoàng mai
"17T2 Trung Hòa Nhân Chính, 17T2, Phố Hoàng Đạo Thúy, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.009,105.801,cầu giấy
"17T7 Trung Hòa Nhân Chính, Ngõ 74 Nguyễn Thị Định, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.006,105.804,cầu giấy
"17T9 Trung Hòa Nhân Chính, Phố Nguyễn Thị Thập, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.008,105.804,cầu giấy
"18 Tam Trinh, Đường Tam Trinh, Phường Minh Khai, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.992,105.862,hoàng mai
"18, D1, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.974,105.833,hoàng mai
"18, Mặt hồ tai trâu, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.047,105.869,long biên
"18, Ngách 141/116 Giáp Nhị, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.975,105.849,hoàng mai
"18, Ngõ 15 Bằng Liệt, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.964,105.821,hoàng mai
"18, Sông Nhuệ, Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.074,105.772,bắc từ liêm
"181, Phố Nguyễn Đình Thi, Thuỵ Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.045,105.818,tây hồ
"182 Trần Cung - Đối diện Viện E, Phố Trần Cung, Phường Cổ Nhuế 1, Quận Cầu Giấy, Quận Bắc Từ Liêm, Thành phố Hà Nội, 122000, Việt Nam",21.05,105.79,bắc từ liêm
"182, Phố Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.043,105.839,ba đình
"182, Phố Triều Khúc, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.981,105.801,
"183, Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.008,105.827,đống đa
"184, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.991,105.848,hai bà trưng
"185, Phố Miêu Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",21.014,105.746,nam từ liêm
"185, Phố Vũ Thạnh, Phường Cát Linh, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 118443, Việt Nam",21.027,105.825,đống đa
"185, Đường Nguyễn Ngọc Vũ, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.013,105.807,cầu giấy
"189, Phố Ngọc Lâm, Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.046,105.87,long biên
"189, Đường Nghi Tàm, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.056,105.836,tây hồ
"18T1 Trung Hòa Nhân Chính, Đường Lê Văn Lương, Quận Thanh Xuân, Thành phố Hà Nội, 170, Việt Nam",21.006,105.805,thanh xuân
"18T2, CT15, Phố Bùi Thiện Ngộ, Giang Biên, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.064,105.911,long biên
"18T3, CT15, Phố Mai Chí Thọ, Giang Biên, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.065,105.912,long biên
"19 Nguyễn Biểu, Phố Nguyễn Biểu, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.042,105.84,ba đình
"19 Thạch Bích, Đường Nguyễn Trực, Thanh Oai, Thành phố Hà Nội, 193824, Việt Nam",20.924,105.759,
"19, Ngõ 647 Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội, 124224, Việt Nam",21.068,105.81,tây hồ
"19, Ngõ 78 Việt Hưng, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.054,105.901,long biên
"19, Phố Nhật Chiêu, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 11200, Việt Nam",21.07,105.813,tây hồ
"19, Phố Yên Sở, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.966,105.869,hoàng mai
"190, Đường Nghi Tàm, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.055,105.837,tây hồ
"191, Ngõ 89 Lạc Long Quân, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.051,105.807,cầu giấy
"192, Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, +842435373535, Việt Nam",21.019,105.819,ba đình
"194, Đường Phùng Hưng, Hà Đông, Thanh Trì, Thành phố Hà Nội, 193824, Việt Nam",20.964,105.796,
"195, Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.054,105.812,tây hồ
"196, Phố Lệ Mật, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.06,105.897,long biên
"196, Đường Ngọc Thụy, Trung Hà, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.054,105.865,long biên
"1984, Phố Hàng Buồm, Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Thành phố Hà Nội, 111501, Việt Nam",21.036,105.852,hoàn kiếm
"199 Minh Khai, Phố Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.996,105.86,hai bà trưng
"199, Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành phố Hà Nội, 1000000, Việt Nam",20.997,105.843,hai bà trưng
"1A, Phố Đặng Thái Thân, Phan Chu Trinh, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Thành phố Hà Nội, 110070, Việt Nam",21.023,105.859,hoàn kiếm
"2, CT1, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",20.997,105.747,nam từ liêm
"2, Hẻm 464/35/3 Âu Cơ, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 124115, Việt Nam",21.082,105.819,tây hồ
"2, Ngách 42/1, Quận Hà Đông, Thành phố Hà Nội, 0914663166, Việt Nam",20.991,105.737,hà đông
"2, Ngách 78/5 Trần Quốc Vượng, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.033,105.783,cầu giấy
"2, Ngõ 2 Phố Hoa Lư, Phường Lê Đại Hành, Quận Hai Bà Trưng, Thành phố Hà Nội, 10999, Việt Nam",21.011,105.847,hai bà trưng
"2, Ngõ 54 Kim Quan Thượng, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.056,105.902,long biên
"2, Ngõ 76 An Dương, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.055,105.84,tây hồ
"2, Phố Hàng Gai, Hàng Gai, Phường Hàng Gai, Quận Hoàn Kiếm, Thành phố Hà Nội, 111000, Việt Nam",21.032,105.851,hoàn kiếm
"2, Phố Khâm Thiên, Phường Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.019,105.84,đống đa
"2, Phố Lương Ngọc Quyến, Hàng Buồm, Phường Hàng Buồm, Quận Hoàn Kiếm, Thành phố Hà Nội, 110904, Việt Nam",21.035,105.854,hoàn kiếm
"2, Phố Phan Bội Châu, Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội, 111103, Việt Nam",21.028,105.844,hoàn kiếm
"2, Phố Tràng Tiền, Phan Chu Trinh, Phường Tràng Tiền, Quận Hoàn Kiếm, Thành phố Hà Nội, 110070, Việt Nam",21.025,105.859,hoàn kiếm
"2, Phố Trần Quốc Hoàn, Quận Cầu Giấy, Thành phố Hà Nội, 122000, Việt Nam",21.042,105.79,cầu giấy
"2, Đường Tô Ngọc Vân, Quảng An, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.068,105.826,tây hồ
"2, Đường Văn Cao, Thuỵ Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 118508, Việt Nam",21.044,105.817,tây hồ
"2,22,37,39, Lê Lai, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.967,105.78,hà đông
"2-5, Gamuda Garden, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.969,105.878,hoàng mai
"2/2C Khu Ngoại giao đoàn, Phố Kim Mã, Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, 118443, Việt Nam",21.031,105.817,ba đình
"20 Lĩnh Nam, Đường Lĩnh Nam, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.99,105.865,hoàng mai
"20, Ngõ 164 Vương Thừa Vũ, Quận Thanh Xuân, Thành phố Hà Nội, 120911, Việt Nam",20.996,105.819,thanh xuân
"20, Ngõ Thông Phong, Phường Quốc Tử Giám, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 111103, Việt Nam",21.026,105.834,đống đa
"20, Phố Bùi Thị Xuân, Phường Nguyễn Du, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.018,105.85,hai bà trưng
"20, Phố Tràng Thi, Hàng Trống, Phường Hàng Trống, Quận Hoàn Kiếm, Thành phố Hà Nội, 110214, Việt Nam",21.027,105.848,hoàn kiếm
"20, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.221,105.798,
"201, Phố Nam Dư, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.983,105.887,hoàng mai
"202, Phố Bồ Đề, Lâm Du, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.033,105.877,long biên
"204, Đường La Thành, Phường Ô Chợ Dừa, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 100100, Việt Nam",21.021,105.827,đống đa
"204-206 Nguyễn Trãi (Gần ngã 3 Nguyễn Trãi - Lương Thế Vinh ), Đường Nguyễn Trãi, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 120406, Việt Nam",20.988,105.798,nam từ liêm
"205, Phố Khâm Thiên, Phường Thổ Quan, Phường Khâm Thiên, Quận Đống Đa, Thành phố Hà Nội, +844, Việt Nam",21.019,105.834,đống đa
"205, Đường Phúc Diễn, Phường Phúc Diễn, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.038,105.758,nam từ liêm
"207, Ngõ 192 Lê Trọng Tấn, Quận Thanh Xuân, Hoàng Mai, Thành phố Hà Nội, 120939, Việt Nam",20.99,105.828,hoàng mai
"21 North, Phố Vũ Miên, Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.053,105.834,tây hồ
"21, Ngõ 134, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.029,105.908,long biên
"21, Ngõ 64 Phố Lưu Hữu Phước, Khu đô thị Mỹ Đình 1, Phường Cầu Diễn, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.034,105.763,nam từ liêm
"21, Phố Hàng Hòm, Hàng Gai, Phường Hàng Gai, Quận Hoàn Kiếm, Thành phố Hà Nội, 844, Việt Nam",21.032,105.849,hoàn kiếm
"21, Phố Phạm Ngọc Thạch, Phường Phương Liên, Quận Đống Đa, Thành phố Hà Nội, 10999, Việt Nam",21.01,105.836,đống đa
"21, Phố Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.02,105.792,cầu giấy
"21, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.222,105.798,
"21, Đường tỉnh 422B, Xã Vân Canh, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.035,105.738,
"21/273, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.064,105.778,bắc từ liêm
"210, Ngõ 192 Lê Trọng Tấn, Quận Thanh Xuân, Hoàng Mai, Thành phố Hà Nội, 120939, Việt Nam",20.988,105.826,hoàng mai
"210, Phố Nguyễn Ngọc Nại, Quận Thanh Xuân, Thành phố Hà Nội, 120939, Việt Nam",20.997,105.827,thanh xuân
"210, Phố Ngô Quyền, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.971,105.765,hà đông
"211, Ngách 158/168 Ngọc Hà, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.038,105.825,ba đình
"214 Kim Giang, Ngõ 212 Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.979,105.82,hoàng mai
"215 Âu Cơ, Đường Âu Cơ, Quảng An, Phường Quảng An, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.066,105.828,tây hồ
"215, Phố Bồ Đề, Lâm Du, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.035,105.876,long biên
"215, Phố Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.987,105.853,hoàng mai
"216-218 Bạch Mai, Ngõ 220 Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Thành phố Hà Nội, 10999, Việt Nam",21.004,105.851,hai bà trưng
"218, Đường Lê Trọng Tấn, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.967,105.757,hà đông
"219, Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.055,105.812,tây hồ
"219, Đường Tam Trinh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.99,105.863,hoàng mai
"21B5, Đường Số 5, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.053,105.78,bắc từ liêm
"21B7, Đường Số 11, Khu đô thị Thành phố Giao lưu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.051,105.78,bắc từ liêm
"22, Ngõ 532 Ngọc Thụy, Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.064,105.87,long biên
"22,37,39, Hà Trì, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.963,105.78,hà đông
"222, Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Phường Thành Công, Quận Ba Đình, Thành phố Hà Nội, +842435373535, Việt Nam",21.018,105.819,ba đình
"226, Ngõ 226, Phường Trung Phụng, Quận Đống Đa, Thành phố Hà Nội, 111103, Việt Nam",21.016,105.841,đống đa
"228, Phố Hoàng Ngân, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.01,105.804,cầu giấy
"229, Đường Tam Trinh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.966,105.868,hoàng mai
"23, Ngõ 1299 Giải Phóng, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.969,105.844,hoàng mai
"23, Ngõ 32 Phố Viên, Phường Đức Thắng, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.074,105.773,bắc từ liêm
"23, Ngõ 49 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.978,105.893,hoàng mai
"23, Phố Nguyễn Công Trứ, Phường Đồng Nhân, Quận Hai Bà Trưng, Thành phố Hà Nội, 043, Việt Nam",21.014,105.856,hai bà trưng
"23, Phố Phan Đình Phùng, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.04,105.845,ba đình
"23, Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Thành phố Hà Nội, 10999, Việt Nam",21.004,105.838,đống đa
"23, Quốc tế Đi T2, Huyện Sóc Sơn, Thành phố Hà Nội, Việt Nam",21.217,105.795,
"231, Đường Hoàng Hoa Thám, Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Thành phố Hà Nội, 124302, Việt Nam",21.042,105.82,ba đình
"232, Đường Trương Định, Phường Trương Định, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.99,105.847,hoàng mai
"233, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.03,105.769,nam từ liêm
"234 Ngô Xuân Quảng, Phố Ngô Xuân Quảng, Khu tập thể Kho B, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.013,105.936,
"239, Ngõ 192 Lê Trọng Tấn, Quận Thanh Xuân, Hoàng Mai, Thành phố Hà Nội, 120939, Việt Nam",20.99,105.827,hoàng mai
"239, Phố Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.042,105.775,cầu giấy
"239, Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Thành phố Hà Nội, 1000, Việt Nam",21.056,105.811,tây hồ
